Device,Day,Hour,Type,Sub-Type,Value
import,280,13,/,Biomass,0.0
import,280,13,/,Waste,0.0
import,280,13,/,Heat,0.0
import,280,13,/,Electricity,2.69
import,280,13,/,Gas,0.0
import,280,14,/,Biomass,0.0
import,280,14,/,Waste,0.0
import,280,14,/,Heat,0.0
import,280,14,/,Electricity,2.01
import,280,14,/,Gas,0.0
import,280,15,/,Biomass,0.0
import,280,15,/,Waste,0.0
import,280,15,/,Heat,0.0
import,280,15,/,Electricity,5.87
import,280,15,/,Gas,0.0
import,280,16,/,Biomass,0.0
import,280,16,/,Waste,0.0
import,280,16,/,Heat,0.0
import,280,16,/,Electricity,1.79
import,280,16,/,Gas,0.0
import,280,17,/,Biomass,0.0
import,280,17,/,Waste,0.0
import,280,17,/,Heat,0.0
import,280,17,/,Electricity,4.95
import,280,17,/,Gas,0.0
import,280,18,/,Biomass,0.0
import,280,18,/,Waste,0.0
import,280,18,/,Heat,0.0
import,280,18,/,Electricity,6.44
import,280,18,/,Gas,0.0
import,280,19,/,Biomass,0.0
import,280,19,/,Waste,0.0
import,280,19,/,Heat,0.0
import,280,19,/,Electricity,8.01
import,280,19,/,Gas,0.0
import,280,20,/,Biomass,0.0
import,280,20,/,Waste,0.0
import,280,20,/,Heat,0.0
import,280,20,/,Electricity,8.55
import,280,20,/,Gas,0.0
import,280,21,/,Biomass,0.0
import,280,21,/,Waste,0.0
import,280,21,/,Heat,0.0
import,280,21,/,Electricity,5.1
import,280,21,/,Gas,0.0
import,280,22,/,Biomass,0.0
import,280,22,/,Waste,0.0
import,280,22,/,Heat,0.0
import,280,22,/,Electricity,7.32
import,280,22,/,Gas,0.0
import,280,23,/,Biomass,0.0
import,280,23,/,Waste,0.0
import,280,23,/,Heat,0.0
import,280,23,/,Electricity,5.54
import,280,23,/,Gas,0.0
import,281,0,/,Biomass,0.0
import,281,0,/,Waste,0.0
import,281,0,/,Heat,0.0
import,281,0,/,Electricity,2.69
import,281,0,/,Gas,0.0
import,281,1,/,Biomass,0.0
import,281,1,/,Waste,0.0
import,281,1,/,Heat,0.0
import,281,1,/,Electricity,3.43
import,281,1,/,Gas,0.0
import,281,2,/,Biomass,0.0
import,281,2,/,Waste,0.0
import,281,2,/,Heat,0.0
import,281,2,/,Electricity,1.79
import,281,2,/,Gas,0.0
import,281,3,/,Biomass,0.0
import,281,3,/,Waste,0.0
import,281,3,/,Heat,0.0
import,281,3,/,Electricity,3.26
import,281,3,/,Gas,0.0
import,281,4,/,Biomass,0.0
import,281,4,/,Waste,0.0
import,281,4,/,Heat,0.0
import,281,4,/,Electricity,3.43
import,281,4,/,Gas,0.0
import,281,5,/,Biomass,0.0
import,281,5,/,Waste,0.0
import,281,5,/,Heat,0.0
import,281,5,/,Electricity,3.83
import,281,5,/,Gas,0.0
import,281,6,/,Biomass,0.0
import,281,6,/,Waste,0.0
import,281,6,/,Heat,0.0
import,281,6,/,Electricity,3.11
import,281,6,/,Gas,0.0
import,281,7,/,Biomass,0.0
import,281,7,/,Waste,0.0
import,281,7,/,Heat,0.0
import,281,7,/,Electricity,2.81
import,281,7,/,Gas,0.0
import,281,8,/,Biomass,0.0
import,281,8,/,Waste,0.0
import,281,8,/,Heat,0.0
import,281,8,/,Electricity,2.51
import,281,8,/,Gas,0.0
import,281,9,/,Biomass,0.0
import,281,9,/,Waste,0.0
import,281,9,/,Heat,0.0
import,281,9,/,Electricity,4.25
import,281,9,/,Gas,0.0
import,281,10,/,Biomass,0.0
import,281,10,/,Waste,0.0
import,281,10,/,Heat,0.0
import,281,10,/,Electricity,3.39
import,281,10,/,Gas,0.0
import,281,11,/,Biomass,0.0
import,281,11,/,Waste,0.0
import,281,11,/,Heat,0.0
import,281,11,/,Electricity,0.32
import,281,11,/,Gas,0.0
import,281,12,/,Biomass,0.0
import,281,12,/,Waste,0.0
import,281,12,/,Heat,0.0
import,281,12,/,Electricity,4.01
import,281,12,/,Gas,0.0
import,281,13,/,Biomass,0.0
import,281,13,/,Waste,0.0
import,281,13,/,Heat,0.0
import,281,13,/,Electricity,2.69
import,281,13,/,Gas,0.0
import,281,14,/,Biomass,0.0
import,281,14,/,Waste,0.0
import,281,14,/,Heat,0.0
import,281,14,/,Electricity,2.01
import,281,14,/,Gas,0.0
import,281,15,/,Biomass,0.0
import,281,15,/,Waste,0.0
import,281,15,/,Heat,0.0
import,281,15,/,Electricity,5.87
import,281,15,/,Gas,0.0
import,281,16,/,Biomass,0.0
import,281,16,/,Waste,0.0
import,281,16,/,Heat,0.0
import,281,16,/,Electricity,1.79
import,281,16,/,Gas,0.0
import,281,17,/,Biomass,0.0
import,281,17,/,Waste,0.0
import,281,17,/,Heat,0.0
import,281,17,/,Electricity,4.95
import,281,17,/,Gas,0.0
import,281,18,/,Biomass,0.0
import,281,18,/,Waste,0.0
import,281,18,/,Heat,0.0
import,281,18,/,Electricity,6.44
import,281,18,/,Gas,0.0
import,281,19,/,Biomass,0.0
import,281,19,/,Waste,0.0
import,281,19,/,Heat,0.0
import,281,19,/,Electricity,8.01
import,281,19,/,Gas,0.0
import,281,20,/,Biomass,0.0
import,281,20,/,Waste,0.0
import,281,20,/,Heat,0.0
import,281,20,/,Electricity,8.55
import,281,20,/,Gas,0.0
import,281,21,/,Biomass,0.0
import,281,21,/,Waste,0.0
import,281,21,/,Heat,0.0
import,281,21,/,Electricity,5.1
import,281,21,/,Gas,0.0
import,281,22,/,Biomass,0.0
import,281,22,/,Waste,0.0
import,281,22,/,Heat,0.0
import,281,22,/,Electricity,7.32
import,281,22,/,Gas,0.0
import,281,23,/,Biomass,0.0
import,281,23,/,Waste,0.0
import,281,23,/,Heat,0.0
import,281,23,/,Electricity,5.54
import,281,23,/,Gas,0.0
import,282,0,/,Biomass,0.0
import,282,0,/,Waste,0.0
import,282,0,/,Heat,0.0
import,282,0,/,Electricity,2.69
import,282,0,/,Gas,0.0
import,282,1,/,Biomass,0.0
import,282,1,/,Waste,0.0
import,282,1,/,Heat,0.0
import,282,1,/,Electricity,3.43
import,282,1,/,Gas,0.0
import,282,2,/,Biomass,0.0
import,282,2,/,Waste,0.0
import,282,2,/,Heat,0.0
import,282,2,/,Electricity,1.79
import,282,2,/,Gas,0.0
import,282,3,/,Biomass,0.0
import,282,3,/,Waste,0.0
import,282,3,/,Heat,0.0
import,282,3,/,Electricity,3.26
import,282,3,/,Gas,0.0
import,282,4,/,Biomass,0.0
import,282,4,/,Waste,0.0
import,282,4,/,Heat,0.0
import,282,4,/,Electricity,3.43
import,282,4,/,Gas,0.0
import,282,5,/,Biomass,0.0
import,282,5,/,Waste,0.0
import,282,5,/,Heat,0.0
import,282,5,/,Electricity,3.83
import,282,5,/,Gas,0.0
import,282,6,/,Biomass,0.0
import,282,6,/,Waste,0.0
import,282,6,/,Heat,0.0
import,282,6,/,Electricity,3.11
import,282,6,/,Gas,0.0
import,282,7,/,Biomass,0.0
import,282,7,/,Waste,0.0
import,282,7,/,Heat,0.0
import,282,7,/,Electricity,2.81
import,282,7,/,Gas,0.0
import,282,8,/,Biomass,0.0
import,282,8,/,Waste,0.0
import,282,8,/,Heat,0.0
import,282,8,/,Electricity,2.51
import,282,8,/,Gas,0.0
import,282,9,/,Biomass,0.0
import,282,9,/,Waste,0.0
import,282,9,/,Heat,0.0
import,282,9,/,Electricity,4.25
import,282,9,/,Gas,0.0
import,282,10,/,Biomass,0.0
import,282,10,/,Waste,0.0
import,282,10,/,Heat,0.0
import,282,10,/,Electricity,3.39
import,282,10,/,Gas,0.0
import,282,11,/,Biomass,0.0
import,282,11,/,Waste,0.0
import,282,11,/,Heat,0.0
import,282,11,/,Electricity,0.32
import,282,11,/,Gas,0.0
import,282,12,/,Biomass,0.0
import,282,12,/,Waste,0.0
import,282,12,/,Heat,0.0
import,282,12,/,Electricity,4.01
import,282,12,/,Gas,0.0
import,282,13,/,Biomass,0.0
import,282,13,/,Waste,0.0
import,282,13,/,Heat,0.0
import,282,13,/,Electricity,2.69
import,282,13,/,Gas,0.0
import,282,14,/,Biomass,0.0
import,282,14,/,Waste,0.0
import,282,14,/,Heat,0.0
import,282,14,/,Electricity,2.01
import,282,14,/,Gas,0.0
import,282,15,/,Biomass,0.0
import,282,15,/,Waste,0.0
import,282,15,/,Heat,0.0
import,282,15,/,Electricity,5.87
import,282,15,/,Gas,0.0
import,282,16,/,Biomass,0.0
import,282,16,/,Waste,0.0
import,282,16,/,Heat,0.0
import,282,16,/,Electricity,1.79
import,282,16,/,Gas,0.0
import,282,17,/,Biomass,0.0
import,282,17,/,Waste,0.0
import,282,17,/,Heat,0.0
import,282,17,/,Electricity,4.95
import,282,17,/,Gas,0.0
import,282,18,/,Biomass,0.0
import,282,18,/,Waste,0.0
import,282,18,/,Heat,0.0
import,282,18,/,Electricity,6.44
import,282,18,/,Gas,0.0
import,282,19,/,Biomass,0.0
import,282,19,/,Waste,0.0
import,282,19,/,Heat,0.0
import,282,19,/,Electricity,8.01
import,282,19,/,Gas,0.0
import,282,20,/,Biomass,0.0
import,282,20,/,Waste,0.0
import,282,20,/,Heat,0.0
import,282,20,/,Electricity,8.55
import,282,20,/,Gas,0.0
import,282,21,/,Biomass,0.0
import,282,21,/,Waste,0.0
import,282,21,/,Heat,0.0
import,282,21,/,Electricity,5.1
import,282,21,/,Gas,0.0
import,282,22,/,Biomass,0.0
import,282,22,/,Waste,0.0
import,282,22,/,Heat,0.0
import,282,22,/,Electricity,7.32
import,282,22,/,Gas,0.0
import,282,23,/,Biomass,0.0
import,282,23,/,Waste,0.0
import,282,23,/,Heat,0.0
import,282,23,/,Electricity,5.54
import,282,23,/,Gas,0.0
import,283,0,/,Biomass,0.0
import,283,0,/,Waste,0.0
import,283,0,/,Heat,0.0
import,283,0,/,Electricity,2.69
import,283,0,/,Gas,0.0
import,283,1,/,Biomass,0.0
import,283,1,/,Waste,0.0
import,283,1,/,Heat,0.0
import,283,1,/,Electricity,3.43
import,283,1,/,Gas,0.0
import,283,2,/,Biomass,0.0
import,283,2,/,Waste,0.0
import,283,2,/,Heat,0.0
import,283,2,/,Electricity,1.79
import,283,2,/,Gas,0.0
import,283,3,/,Biomass,0.0
import,283,3,/,Waste,0.0
import,283,3,/,Heat,0.0
import,283,3,/,Electricity,3.26
import,283,3,/,Gas,0.0
import,283,4,/,Biomass,0.0
import,283,4,/,Waste,0.0
import,283,4,/,Heat,0.0
import,283,4,/,Electricity,3.43
import,283,4,/,Gas,0.0
import,283,5,/,Biomass,0.0
import,283,5,/,Waste,0.0
import,283,5,/,Heat,0.0
import,283,5,/,Electricity,3.83
import,283,5,/,Gas,0.0
import,283,6,/,Biomass,0.0
import,283,6,/,Waste,0.0
import,283,6,/,Heat,0.0
import,283,6,/,Electricity,3.11
import,283,6,/,Gas,0.0
import,283,7,/,Biomass,0.0
import,283,7,/,Waste,0.0
import,283,7,/,Heat,0.0
import,283,7,/,Electricity,2.81
import,283,7,/,Gas,0.0
import,283,8,/,Biomass,0.0
import,283,8,/,Waste,0.0
import,283,8,/,Heat,0.0
import,283,8,/,Electricity,2.51
import,283,8,/,Gas,0.0
import,283,9,/,Biomass,0.0
import,283,9,/,Waste,0.0
import,283,9,/,Heat,0.0
import,283,9,/,Electricity,4.25
import,283,9,/,Gas,0.0
import,283,10,/,Biomass,0.0
import,283,10,/,Waste,0.0
import,283,10,/,Heat,0.0
import,283,10,/,Electricity,3.39
import,283,10,/,Gas,0.0
import,283,11,/,Biomass,0.0
import,283,11,/,Waste,0.0
import,283,11,/,Heat,0.0
import,283,11,/,Electricity,0.32
import,283,11,/,Gas,0.0
import,283,12,/,Biomass,0.0
import,283,12,/,Waste,0.0
import,283,12,/,Heat,0.0
import,283,12,/,Electricity,4.01
import,283,12,/,Gas,0.0
import,283,13,/,Biomass,0.0
import,283,13,/,Waste,0.0
import,283,13,/,Heat,0.0
import,283,13,/,Electricity,2.69
import,283,13,/,Gas,0.0
import,283,14,/,Biomass,0.0
import,283,14,/,Waste,0.0
import,283,14,/,Heat,0.0
import,283,14,/,Electricity,2.01
import,283,14,/,Gas,0.0
import,283,15,/,Biomass,0.0
import,283,15,/,Waste,0.0
import,283,15,/,Heat,0.0
import,283,15,/,Electricity,5.87
import,283,15,/,Gas,0.0
import,283,16,/,Biomass,0.0
import,283,16,/,Waste,0.0
import,283,16,/,Heat,0.0
import,283,16,/,Electricity,1.79
import,283,16,/,Gas,0.0
import,283,17,/,Biomass,0.0
import,283,17,/,Waste,0.0
import,283,17,/,Heat,0.0
import,283,17,/,Electricity,4.95
import,283,17,/,Gas,0.0
import,283,18,/,Biomass,0.0
import,283,18,/,Waste,0.0
import,283,18,/,Heat,0.0
import,283,18,/,Electricity,6.44
import,283,18,/,Gas,0.0
import,283,19,/,Biomass,0.0
import,283,19,/,Waste,0.0
import,283,19,/,Heat,0.0
import,283,19,/,Electricity,8.01
import,283,19,/,Gas,0.0
import,283,20,/,Biomass,0.0
import,283,20,/,Waste,0.0
import,283,20,/,Heat,0.0
import,283,20,/,Electricity,8.55
import,283,20,/,Gas,0.0
import,283,21,/,Biomass,0.0
import,283,21,/,Waste,0.0
import,283,21,/,Heat,0.0
import,283,21,/,Electricity,5.1
import,283,21,/,Gas,0.0
import,283,22,/,Biomass,0.0
import,283,22,/,Waste,0.0
import,283,22,/,Heat,0.0
import,283,22,/,Electricity,7.32
import,283,22,/,Gas,0.0
import,283,23,/,Biomass,0.0
import,283,23,/,Waste,0.0
import,283,23,/,Heat,0.0
import,283,23,/,Electricity,5.54
import,283,23,/,Gas,0.0
import,284,0,/,Biomass,0.0
import,284,0,/,Waste,0.0
import,284,0,/,Heat,0.0
import,284,0,/,Electricity,2.69
import,284,0,/,Gas,0.0
import,284,1,/,Biomass,0.0
import,284,1,/,Waste,0.0
import,284,1,/,Heat,0.0
import,284,1,/,Electricity,3.43
import,284,1,/,Gas,0.0
import,284,2,/,Biomass,0.0
import,284,2,/,Waste,0.0
import,284,2,/,Heat,0.0
import,284,2,/,Electricity,1.79
import,284,2,/,Gas,0.0
import,284,3,/,Biomass,0.0
import,284,3,/,Waste,0.0
import,284,3,/,Heat,0.0
import,284,3,/,Electricity,3.26
import,284,3,/,Gas,0.0
import,284,4,/,Biomass,0.0
import,284,4,/,Waste,0.0
import,284,4,/,Heat,0.0
import,284,4,/,Electricity,3.43
import,284,4,/,Gas,0.0
import,284,5,/,Biomass,0.0
import,284,5,/,Waste,0.0
import,284,5,/,Heat,0.0
import,284,5,/,Electricity,3.83
import,284,5,/,Gas,0.0
import,284,6,/,Biomass,0.0
import,284,6,/,Waste,0.0
import,284,6,/,Heat,0.0
import,284,6,/,Electricity,3.11
import,284,6,/,Gas,0.0
import,284,7,/,Biomass,0.0
import,284,7,/,Waste,0.0
import,284,7,/,Heat,0.0
import,284,7,/,Electricity,2.81
import,284,7,/,Gas,0.0
import,284,8,/,Biomass,0.0
import,284,8,/,Waste,0.0
import,284,8,/,Heat,0.0
import,284,8,/,Electricity,2.51
import,284,8,/,Gas,0.0
import,284,9,/,Biomass,0.0
import,284,9,/,Waste,0.0
import,284,9,/,Heat,0.0
import,284,9,/,Electricity,4.25
import,284,9,/,Gas,0.0
import,284,10,/,Biomass,0.0
import,284,10,/,Waste,0.0
import,284,10,/,Heat,0.0
import,284,10,/,Electricity,3.39
import,284,10,/,Gas,0.0
import,284,11,/,Biomass,0.0
import,284,11,/,Waste,0.0
import,284,11,/,Heat,0.0
import,284,11,/,Electricity,0.32
import,284,11,/,Gas,0.0
import,284,12,/,Biomass,0.0
import,284,12,/,Waste,0.0
import,284,12,/,Heat,0.0
import,284,12,/,Electricity,4.01
import,284,12,/,Gas,0.0
import,284,13,/,Biomass,0.0
import,284,13,/,Waste,0.0
import,284,13,/,Heat,0.0
import,284,13,/,Electricity,2.69
import,284,13,/,Gas,0.0
import,284,14,/,Biomass,0.0
import,284,14,/,Waste,0.0
import,284,14,/,Heat,0.0
import,284,14,/,Electricity,2.01
import,284,14,/,Gas,0.0
import,284,15,/,Biomass,0.0
import,284,15,/,Waste,0.0
import,284,15,/,Heat,0.0
import,284,15,/,Electricity,5.87
import,284,15,/,Gas,0.0
import,284,16,/,Biomass,0.0
import,284,16,/,Waste,0.0
import,284,16,/,Heat,0.0
import,284,16,/,Electricity,1.79
import,284,16,/,Gas,0.0
import,284,17,/,Biomass,0.0
import,284,17,/,Waste,0.0
import,284,17,/,Heat,0.0
import,284,17,/,Electricity,4.95
import,284,17,/,Gas,0.0
import,284,18,/,Biomass,0.0
import,284,18,/,Waste,0.0
import,284,18,/,Heat,0.0
import,284,18,/,Electricity,6.44
import,284,18,/,Gas,0.0
import,284,19,/,Biomass,0.0
import,284,19,/,Waste,0.0
import,284,19,/,Heat,0.0
import,284,19,/,Electricity,8.01
import,284,19,/,Gas,0.0
import,284,20,/,Biomass,0.0
import,284,20,/,Waste,0.0
import,284,20,/,Heat,0.0
import,284,20,/,Electricity,8.55
import,284,20,/,Gas,0.0
import,284,21,/,Biomass,0.0
import,284,21,/,Waste,0.0
import,284,21,/,Heat,0.0
import,284,21,/,Electricity,5.1
import,284,21,/,Gas,0.0
import,284,22,/,Biomass,0.0
import,284,22,/,Waste,0.0
import,284,22,/,Heat,0.0
import,284,22,/,Electricity,7.32
import,284,22,/,Gas,0.0
import,284,23,/,Biomass,0.0
import,284,23,/,Waste,0.0
import,284,23,/,Heat,0.0
import,284,23,/,Electricity,5.54
import,284,23,/,Gas,0.0
import,285,0,/,Biomass,0.0
import,285,0,/,Waste,0.0
import,285,0,/,Heat,0.0
import,285,0,/,Electricity,2.69
import,285,0,/,Gas,0.0
import,285,1,/,Biomass,0.0
import,285,1,/,Waste,0.0
import,285,1,/,Heat,0.0
import,285,1,/,Electricity,3.43
import,285,1,/,Gas,0.0
import,285,2,/,Biomass,0.0
import,285,2,/,Waste,0.0
import,285,2,/,Heat,0.0
import,285,2,/,Electricity,1.79
import,285,2,/,Gas,0.0
import,285,3,/,Biomass,0.0
import,285,3,/,Waste,0.0
import,285,3,/,Heat,0.0
import,285,3,/,Electricity,3.26
import,285,3,/,Gas,0.0
import,285,4,/,Biomass,0.0
import,285,4,/,Waste,0.0
import,285,4,/,Heat,0.0
import,285,4,/,Electricity,3.43
import,285,4,/,Gas,0.0
import,285,5,/,Biomass,0.0
import,285,5,/,Waste,0.0
import,285,5,/,Heat,0.0
import,285,5,/,Electricity,3.83
import,285,5,/,Gas,0.0
import,285,6,/,Biomass,0.0
import,285,6,/,Waste,0.0
import,285,6,/,Heat,0.0
import,285,6,/,Electricity,3.11
import,285,6,/,Gas,0.0
import,285,7,/,Biomass,0.0
import,285,7,/,Waste,0.0
import,285,7,/,Heat,0.0
import,285,7,/,Electricity,2.81
import,285,7,/,Gas,0.0
import,285,8,/,Biomass,0.0
import,285,8,/,Waste,0.0
import,285,8,/,Heat,0.0
import,285,8,/,Electricity,2.51
import,285,8,/,Gas,0.0
import,285,9,/,Biomass,0.0
import,285,9,/,Waste,0.0
import,285,9,/,Heat,0.0
import,285,9,/,Electricity,4.25
import,285,9,/,Gas,0.0
import,285,10,/,Biomass,0.0
import,285,10,/,Waste,0.0
import,285,10,/,Heat,0.0
import,285,10,/,Electricity,3.39
import,285,10,/,Gas,0.0
import,285,11,/,Biomass,0.0
import,285,11,/,Waste,0.0
import,285,11,/,Heat,0.0
import,285,11,/,Electricity,0.32
import,285,11,/,Gas,0.0
import,285,12,/,Biomass,0.0
import,285,12,/,Waste,0.0
import,285,12,/,Heat,0.0
import,285,12,/,Electricity,4.01
import,285,12,/,Gas,0.0
import,285,13,/,Biomass,0.0
import,285,13,/,Waste,0.0
import,285,13,/,Heat,0.0
import,285,13,/,Electricity,2.69
import,285,13,/,Gas,0.0
import,285,14,/,Biomass,0.0
import,285,14,/,Waste,0.0
import,285,14,/,Heat,0.0
import,285,14,/,Electricity,2.01
import,285,14,/,Gas,0.0
import,285,15,/,Biomass,0.0
import,285,15,/,Waste,0.0
import,285,15,/,Heat,0.0
import,285,15,/,Electricity,5.87
import,285,15,/,Gas,0.0
import,285,16,/,Biomass,0.0
import,285,16,/,Waste,0.0
import,285,16,/,Heat,0.0
import,285,16,/,Electricity,1.79
import,285,16,/,Gas,0.0
import,285,17,/,Biomass,0.0
import,285,17,/,Waste,0.0
import,285,17,/,Heat,0.0
import,285,17,/,Electricity,4.95
import,285,17,/,Gas,0.0
import,285,18,/,Biomass,0.0
import,285,18,/,Waste,0.0
import,285,18,/,Heat,0.0
import,285,18,/,Electricity,6.44
import,285,18,/,Gas,0.0
import,285,19,/,Biomass,0.0
import,285,19,/,Waste,0.0
import,285,19,/,Heat,0.0
import,285,19,/,Electricity,8.01
import,285,19,/,Gas,0.0
import,285,20,/,Biomass,0.0
import,285,20,/,Waste,0.0
import,285,20,/,Heat,0.0
import,285,20,/,Electricity,8.55
import,285,20,/,Gas,0.0
import,285,21,/,Biomass,0.0
import,285,21,/,Waste,0.0
import,285,21,/,Heat,0.0
import,285,21,/,Electricity,5.1
import,285,21,/,Gas,0.0
import,285,22,/,Biomass,0.0
import,285,22,/,Waste,0.0
import,285,22,/,Heat,0.0
import,285,22,/,Electricity,7.32
import,285,22,/,Gas,0.0
import,285,23,/,Biomass,0.0
import,285,23,/,Waste,0.0
import,285,23,/,Heat,0.0
import,285,23,/,Electricity,5.54
import,285,23,/,Gas,0.0
import,286,0,/,Biomass,0.0
import,286,0,/,Waste,0.0
import,286,0,/,Heat,0.0
import,286,0,/,Electricity,2.69
import,286,0,/,Gas,0.0
import,286,1,/,Biomass,0.0
import,286,1,/,Waste,0.0
import,286,1,/,Heat,0.0
import,286,1,/,Electricity,3.43
import,286,1,/,Gas,0.0
import,286,2,/,Biomass,0.0
import,286,2,/,Waste,0.0
import,286,2,/,Heat,0.0
import,286,2,/,Electricity,1.79
import,286,2,/,Gas,0.0
import,286,3,/,Biomass,0.0
import,286,3,/,Waste,0.0
import,286,3,/,Heat,0.0
import,286,3,/,Electricity,3.26
import,286,3,/,Gas,0.0
import,286,4,/,Biomass,0.0
import,286,4,/,Waste,0.0
import,286,4,/,Heat,0.0
import,286,4,/,Electricity,3.43
import,286,4,/,Gas,0.0
import,286,5,/,Biomass,0.0
import,286,5,/,Waste,0.0
import,286,5,/,Heat,0.0
import,286,5,/,Electricity,3.83
import,286,5,/,Gas,0.0
import,286,6,/,Biomass,0.0
import,286,6,/,Waste,0.0
import,286,6,/,Heat,0.0
import,286,6,/,Electricity,3.11
import,286,6,/,Gas,0.0
import,286,7,/,Biomass,0.0
import,286,7,/,Waste,0.0
import,286,7,/,Heat,0.0
import,286,7,/,Electricity,2.81
import,286,7,/,Gas,0.0
import,286,8,/,Biomass,0.0
import,286,8,/,Waste,0.0
import,286,8,/,Heat,0.0
import,286,8,/,Electricity,2.51
import,286,8,/,Gas,0.0
import,286,9,/,Biomass,0.0
import,286,9,/,Waste,0.0
import,286,9,/,Heat,0.0
import,286,9,/,Electricity,4.25
import,286,9,/,Gas,0.0
import,286,10,/,Biomass,0.0
import,286,10,/,Waste,0.0
import,286,10,/,Heat,0.0
import,286,10,/,Electricity,3.39
import,286,10,/,Gas,0.0
import,286,11,/,Biomass,0.0
import,286,11,/,Waste,0.0
import,286,11,/,Heat,0.0
import,286,11,/,Electricity,0.32
import,286,11,/,Gas,0.0
import,286,12,/,Biomass,0.0
import,286,12,/,Waste,0.0
import,286,12,/,Heat,0.0
import,286,12,/,Electricity,4.01
import,286,12,/,Gas,0.0
import,286,13,/,Biomass,0.0
import,286,13,/,Waste,0.0
import,286,13,/,Heat,0.0
import,286,13,/,Electricity,2.69
import,286,13,/,Gas,0.0
import,286,14,/,Biomass,0.0
import,286,14,/,Waste,0.0
import,286,14,/,Heat,0.0
import,286,14,/,Electricity,2.01
import,286,14,/,Gas,0.0
import,286,15,/,Biomass,0.0
import,286,15,/,Waste,0.0
import,286,15,/,Heat,0.0
import,286,15,/,Electricity,5.87
import,286,15,/,Gas,0.0
import,286,16,/,Biomass,0.0
import,286,16,/,Waste,0.0
import,286,16,/,Heat,0.0
import,286,16,/,Electricity,1.79
import,286,16,/,Gas,0.0
import,286,17,/,Biomass,0.0
import,286,17,/,Waste,0.0
import,286,17,/,Heat,0.0
import,286,17,/,Electricity,4.95
import,286,17,/,Gas,0.0
import,286,18,/,Biomass,0.0
import,286,18,/,Waste,0.0
import,286,18,/,Heat,0.0
import,286,18,/,Electricity,6.44
import,286,18,/,Gas,0.0
import,286,19,/,Biomass,0.0
import,286,19,/,Waste,0.0
import,286,19,/,Heat,0.0
import,286,19,/,Electricity,8.01
import,286,19,/,Gas,0.0
import,286,20,/,Biomass,0.0
import,286,20,/,Waste,0.0
import,286,20,/,Heat,0.0
import,286,20,/,Electricity,8.55
import,286,20,/,Gas,0.0
import,286,21,/,Biomass,0.0
import,286,21,/,Waste,0.0
import,286,21,/,Heat,0.0
import,286,21,/,Electricity,5.1
import,286,21,/,Gas,0.0
import,286,22,/,Biomass,0.0
import,286,22,/,Waste,0.0
import,286,22,/,Heat,0.0
import,286,22,/,Electricity,7.32
import,286,22,/,Gas,0.0
import,286,23,/,Biomass,0.0
import,286,23,/,Waste,0.0
import,286,23,/,Heat,0.0
import,286,23,/,Electricity,5.54
import,286,23,/,Gas,0.0
import,287,0,/,Biomass,0.0
import,287,0,/,Waste,0.0
import,287,0,/,Heat,0.0
import,287,0,/,Electricity,2.69
import,287,0,/,Gas,0.0
import,287,1,/,Biomass,0.0
import,287,1,/,Waste,0.0
import,287,1,/,Heat,0.0
import,287,1,/,Electricity,3.43
import,287,1,/,Gas,0.0
import,287,2,/,Biomass,0.0
import,287,2,/,Waste,0.0
import,287,2,/,Heat,0.0
import,287,2,/,Electricity,1.79
import,287,2,/,Gas,0.0
import,287,3,/,Biomass,0.0
import,287,3,/,Waste,0.0
import,287,3,/,Heat,0.0
import,287,3,/,Electricity,3.26
import,287,3,/,Gas,0.0
import,287,4,/,Biomass,0.0
import,287,4,/,Waste,0.0
import,287,4,/,Heat,0.0
import,287,4,/,Electricity,3.43
import,287,4,/,Gas,0.0
import,287,5,/,Biomass,0.0
import,287,5,/,Waste,0.0
import,287,5,/,Heat,0.0
import,287,5,/,Electricity,3.83
import,287,5,/,Gas,0.0
import,287,6,/,Biomass,0.0
import,287,6,/,Waste,0.0
import,287,6,/,Heat,0.0
import,287,6,/,Electricity,3.11
import,287,6,/,Gas,0.0
import,287,7,/,Biomass,0.0
import,287,7,/,Waste,0.0
import,287,7,/,Heat,0.0
import,287,7,/,Electricity,2.81
import,287,7,/,Gas,0.0
import,287,8,/,Biomass,0.0
import,287,8,/,Waste,0.0
import,287,8,/,Heat,0.0
import,287,8,/,Electricity,2.51
import,287,8,/,Gas,0.0
import,287,9,/,Biomass,0.0
import,287,9,/,Waste,0.0
import,287,9,/,Heat,0.0
import,287,9,/,Electricity,4.25
import,287,9,/,Gas,0.0
import,287,10,/,Biomass,0.0
import,287,10,/,Waste,0.0
import,287,10,/,Heat,0.0
import,287,10,/,Electricity,3.39
import,287,10,/,Gas,0.0
import,287,11,/,Biomass,0.0
import,287,11,/,Waste,0.0
import,287,11,/,Heat,0.0
import,287,11,/,Electricity,0.32
import,287,11,/,Gas,0.0
import,287,12,/,Biomass,0.0
import,287,12,/,Waste,0.0
import,287,12,/,Heat,0.0
import,287,12,/,Electricity,4.01
import,287,12,/,Gas,0.0
import,287,13,/,Biomass,0.0
import,287,13,/,Waste,0.0
import,287,13,/,Heat,0.0
import,287,13,/,Electricity,2.69
import,287,13,/,Gas,0.0
import,287,14,/,Biomass,0.0
import,287,14,/,Waste,0.0
import,287,14,/,Heat,0.0
import,287,14,/,Electricity,2.01
import,287,14,/,Gas,0.0
import,287,15,/,Biomass,0.0
import,287,15,/,Waste,0.0
